Name: 0-0, Condition: 1, Run: 1, Date: 10/7/2019 9:34:41 AM, Testing: False
0.5399998,0,6.427269,25.70908,-6.133631,-1.654295
0.5499998,0,6.465206,25.86082,-5.875022,-1.713046
0.5599998,0,6.386023,25.54409,-5.619582,-1.769242
0.5699998,0,6.195053,24.78021,-5.371779,-1.822959
0.5799997,0,5.899548,23.59819,-5.135798,-1.874317
0.5899997,0,5.508548,22.03419,-4.915455,-1.923472
0.5999997,0,5.032696,20.13078,-4.714148,-1.970613
0.6099997,0,4.484011,17.93604,-4.534787,-2.015961
0.6199997,0,3.875679,15.50271,-4.37976,-2.059759
0.6299997,0,3.22179,12.88716,-4.250889,-2.102268
0.6399997,0,2.537072,10.14829,-4.149406,-2.143762
0.6499997,0,1.836588,7.346351,-4.075943,-2.184521
0.6599997,0,1.135491,4.541965,-4.030523,-2.224826
0.6699997,0,0.4487189,1.794876,-4.012574,-2.264952
0.6799996,0,-0.2093081,-0.8372325,-4.020947,-2.305161
0.6899996,0,-0.8249119,-3.299648,-4.053943,-2.345701
0.6999996,0,-1.385438,-5.541752,-4.109361,-2.386795
0.7099996,0,-1.879484,-7.517937,-4.18454,-2.42864
0.7199996,0,-2.297116,-9.188465,-4.276425,-2.471404
0.7299996,0,-2.630034,-10.52014,-4.381626,-2.51522
0.7399996,0,-2.871731,-11.48692,-4.496495,-2.560185
0.7499996,0,-3.017612,-12.07045,-4.6172,-2.606357
0.7599996,0,-3.065064,-12.26026,-4.739802,-2.653755
0.7699996,0,-3.013504,-12.05401,-4.860343,-2.702359
0.7799996,0,-2.864379,-11.45752,-4.974918,-2.752108
0.7899995,0,-2.621131,-10.48452,-5.079763,-2.802906
0.7999995,0,-2.289124,-9.156496,-5.171328,-2.854619
0.8099995,0,-1.875536,-7.502146,-5.246349,-2.907083
0.8199995,0,-1.389202,-5.556808,-5.301918,-2.960102
0.8299995,0,-0.8404642,-3.361857,-5.335536,-3.013457
0.8399995,0,-0.240946,-0.963784,-5.345174,-3.066909
0.8499995,0,0.396664,1.586656,-5.329307,-3.120202
0.8599995,0,1.05888,4.235521,-5.286952,-3.173072
0.8699995,0,1.731654,6.926614,-5.217686,-3.225249
0.8799995,0,2.400659,9.602634,-5.121659,-3.276465
0.8899994,0,3.051595,12.20638,-4.999596,-3.326461
0.8999994,0,3.670428,14.68171,-4.852778,-3.374989
0.9099994,0,4.243689,16.97476,-4.683031,-3.421819
0.9199994,0,4.758729,19.03492,-4.492682,-3.466746
0.9299994,0,5.203988,20.81595,-4.284523,-3.509591
0.9399994,0,5.56919,22.27676,-4.061755,-3.550209
0.9499994,0,5.845571,23.38228,-3.827932,-3.588488
0.9599994,0,6.026057,24.10423,-3.58689,-3.624357
0.9699994,0,6.105398,24.42159,-3.342674,-3.657784
0.9799994,0,6.080283,24.32113,-3.099463,-3.688778
0.9899994,0,5.949421,23.79768,-2.861486,-3.717393
0.9999993,0,5.71357,22.85428,-2.632943,-3.743723
1.009999,0,5.375536,21.50215,-2.417922,-3.767902
1.019999,0,4.940147,19.76059,-2.220316,-3.790105
1.029999,0.1891413,4.41415,18.41316,-2.036184,-3.810467
1.039999,0.1891413,3.806116,15.98103,-1.876374,-3.829231
1.049999,0.4830187,3.126292,14.43724,-1.732002,-3.846551
1.059999,0.7633327,2.386396,12.59892,-1.606012,-3.862611
1.069999,0.7633327,1.59944,9.451091,-1.511501,-3.877726
1.079999,0.8831441,0.779474,6.650473,-1.444997,-3.892176
1.089999,0.8831441,-0.05865317,3.297964,-1.412017,-3.906296
1.099999,1.037995,-0.8995933,0.5536067,-1.406481,-3.920361
1.109999,1.09564,-1.72774,-2.528399,-1.431765,-3.934679
1.119999,1.09564,-2.527537,-5.727587,-1.489041,-3.949569
1.129999,1.09564,-3.283779,-8.752555,-1.576566,-3.965335
1.139999,1.09564,-3.981862,-11.54489,-1.692015,-3.982255
1.149999,1.09564,-4.608078,-14.04975,-1.832513,-4.00058
1.159999,1.09564,-5.149864,-16.21689,-1.994682,-4.020527
1.169999,1.09564,-5.596035,-18.00158,-2.174698,-4.042274
1.179999,1.09564,-5.937024,-19.36553,-2.368353,-4.065958
1.189999,1.09564,-6.165023,-20.27753,-2.571128,-4.091669
1.199999,1.09564,-6.274165,-20.7141,-2.778269,-4.119452
1.209999,1.09564,-6.260635,-20.65998,-2.984869,-4.1493
1.219999,1.09564,-6.122753,-20.10845,-3.185953,-4.181159
1.229999,1.09564,-5.861013,-19.06149,-3.376568,-4.214925
1.239999,1.09564,-5.478095,-17.52982,-3.551867,-4.250444
1.249999,1.09564,-4.978815,-15.5327,-3.707194,-4.287516
1.259999,1.09564,-4.370065,-13.0977,-3.838171,-4.325897
1.269999,1.09564,-3.660697,-10.26023,-3.940773,-4.365305
1.279999,1.09564,-2.861372,-7.062927,-4.011402,-4.405419
1.289999,1.09564,-1.984383,-3.554971,-4.046952,-4.445889
1.299999,1.09564,-1.043444,0.208786,-4.044864,-4.486337
1.309999,1.09564,-0.05346514,4.1687,-4.003177,-4.526369
1.319999,1.09564,0.9697481,8.261553,-3.920561,-4.565575
1.329999,1.09564,2.009706,12.42138,-3.796347,-4.603538
1.339999,1.09564,3.049561,16.5808,-3.630539,-4.639843
1.349999,1.09564,4.072396,20.67215,-3.423818,-4.674082
1.359999,1.09564,5.061516,24.62863,-3.177531,-4.705857
1.369999,1.09564,6.000738,28.38551,-2.893676,-4.734794
1.379999,1.09564,6.874663,31.88121,-2.574864,-4.760543
1.389999,1.09564,7.668999,35.05856,-2.224279,-4.782786
1.399999,1.09564,8.370727,37.86547,-1.845624,-4.801242
1.409999,1.09564,8.968378,40.25607,-1.443063,-4.815673
1.419999,1.09564,9.452228,42.19147,-1.021149,-4.825884
1.429999,1.09564,9.814456,43.64038,-0.5847448,-4.831732
1.439999,1.09564,10.04928,44.57967,-0.138948,-4.833121
1.449999,1.09564,10.15305,44.99476,0.3109995,-4.830011
1.459999,1.09564,10.12432,44.87984,0.759798,-4.822413
1.469999,1.09564,9.963851,44.23796,1.202178,-4.810392
1.479999,1.09564,9.674593,43.08093,1.632987,-4.794062
1.489999,1.09564,9.261636,41.4291,2.047278,-4.773589
1.499999,1.09564,8.732102,39.31097,2.440388,-4.749185
1.509999,1.09564,8.095017,36.76263,2.808014,-4.721105
1.519999,1.09564,7.361154,33.82718,3.146286,-4.689642
1.529999,1.09564,6.542787,30.55371,3.451823,-4.655124
1.539999,1.09564,5.653537,26.99671,3.72179,-4.617906
1.549999,1.09564,4.708077,23.21487,3.953938,-4.578367
1.559999,1.09564,3.721879,19.27008,4.146639,-4.536901
1.569999,1.09564,2.710935,15.2263,4.298903,-4.493911
1.579999,1.09564,1.691466,11.14842,4.410387,-4.449807
1.589999,1.09564,0.6796483,7.101154,4.481398,-4.404993
1.599999,1.108073,-0.3087251,3.197393,4.513372,-4.359859
1.609999,1.113725,-1.258458,-0.5789318,4.507583,-4.314784
1.619999,1.113725,-2.155256,-4.166123,4.465921,-4.270124
1.629999,1.117116,-2.985975,-7.475435,4.391167,-4.226213
1.639999,1.117116,-3.738843,-10.48691,4.286298,-4.18335
1.649999,1.125028,-4.403668,-13.11456,4.155153,-4.141798
1.659999,1.141982,-4.972002,-15.32008,4.001952,-4.101779
1.669999,1.141982,-5.437296,-17.18126,3.83014,-4.063478
1.679999,1.191715,-5.794979,-18.41305,3.646009,-4.027018
1.689999,1.191715,-6.042545,-19.40332,3.451976,-3.992498
1.699999,1.24597,-6.179574,-19.73442,3.254632,-3.959952
1.709999,1.303615,-6.207723,-19.61643,3.058468,-3.929367
1.719999,1.303615,-6.130669,-19.30822,2.865386,-3.900713
1.729999,1.333003,-5.954041,-18.48415,2.680544,-3.873908
1.739999,1.333003,-5.685264,-17.40904,2.506454,-3.848843
1.749999,1.382736,-5.333437,-15.8028,2.348425,-3.825359
1.759999,1.414384,-4.909131,-13.97899,2.208636,-3.803273
1.769999,1.414384,-4.424177,-12.03917,2.088244,-3.78239
1.779999,1.423427,-3.891427,-9.872,1.989524,-3.762495
1.789999,1.423427,-3.324501,-7.604295,1.913481,-3.74336
1.799999,1.423427,-2.737531,-5.256417,1.860917,-3.724751
1.809999,1.423427,-2.144836,-2.885637,1.83206,-3.706431
1.819999,1.423427,-1.560709,-0.5491309,1.826569,-3.688165
1.829999,1.423427,-0.9990984,1.697313,1.843542,-3.669729
1.839999,1.423427,-0.4733375,3.800357,1.881546,-3.650914
1.849999,1.423427,0.004108767,5.710142,1.938647,-3.631527
1.859999,1.423427,0.4218848,7.381246,2.01246,-3.611403
1.869999,1.423427,0.769967,8.773575,2.100195,-3.590401
1.879999,1.423427,1.03988,9.853228,2.198727,-3.568413
1.889999,1.423427,1.224821,10.59299,2.304657,-3.545367
1.899999,1.423427,1.319827,10.97301,2.414387,-3.521223
1.909999,1.423427,1.321863,10.98116,2.524199,-3.495981
1.919999,1.423427,1.229882,10.61324,2.630331,-3.469678
1.929999,1.423427,1.044858,9.873138,2.729063,-3.442387
1.939999,1.423427,0.7697648,8.772766,2.81679,-3.414219
1.949998,1.423427,0.4095129,7.331758,2.890108,-3.385318
1.959998,1.423427,-0.02911569,5.577244,2.94588,-3.355859
1.969998,1.423427,-0.5376108,3.543264,2.981313,-3.326046
1.979998,1.423427,-1.105889,1.27015,2.994014,-3.296106
1.989998,1.423427,-1.722482,-1.196221,2.982052,-3.266286
1.999998,1.423427,-2.37475,-3.805292,2.943999,-3.236846
2.009999,1.423427,-3.049122,-6.502782,2.878972,-3.208056
2.019999,1.423427,-3.731366,-9.231758,2.786654,-3.180189
2.029999,1.423427,-4.406835,-11.93363,2.667318,-3.153516
2.039999,1.423427,-5.060766,-14.54936,2.521824,-3.128298
2.049999,1.423427,-5.678555,-17.02052,2.351619,-3.104782
2.059999,1.423427,-6.246041,-19.29046,2.158715,-3.083195
2.069999,1.423427,-6.749773,-21.30538,1.945661,-3.063738
2.079998,1.423427,-7.177303,-23.0155,1.715506,-3.046583
2.089998,1.423427,-7.51738,-24.37581,1.471748,-3.031865
2.099998,1.423427,-7.76021,-25.34713,1.218276,-3.019683
2.109998,1.423427,-7.897639,-25.89685,0.9593078,-3.01009
2.119998,1.423427,-7.923331,-25.99962,0.6993116,-3.003097
2.129998,1.423427,-7.832892,-25.63786,0.442933,-2.998667
2.139998,1.423427,-7.623978,-24.8022,0.194911,-2.996718
2.149998,1.423427,-7.296359,-23.49173,-0.04000633,-2.997118
2.159998,1.423427,-6.851918,-21.71397,-0.257146,-2.99969
2.169998,1.423427,-6.294677,-19.485,-0.451996,-3.00421
2.179998,1.423427,-5.63071,-16.82913,-0.6202873,-3.010412
2.189998,1.423427,-4.86807,-13.77857,-0.758073,-3.017993
2.199998,1.423427,-4.016648,-10.37289,-0.8618019,-3.026611
2.209998,1.423427,-3.088026,-6.658398,-0.9283859,-3.035895
2.219998,1.423427,-2.095246,-2.687276,-0.9552587,-3.045448
2.229998,1.423427,-1.052638,1.483156,-0.9404271,-3.054852
2.239998,1.423427,0.02445536,5.791528,-0.8825119,-3.063677
2.249998,1.423427,1.119935,10.17345,-0.7807774,-3.071485
2.259998,1.423427,2.217232,14.56263,-0.6351511,-3.077836
2.269998,1.423427,3.299587,18.89206,-0.4462305,-3.082298
2.279998,1.423427,4.350339,23.09506,-0.2152799,-3.084451
2.289998,1.423427,5.353265,27.10677,0.05578776,-3.083893
2.299998,1.423427,6.292783,30.86484,0.3644361,-3.080249
2.309998,1.423427,7.154292,34.31087,0.7075449,-3.073173
2.319998,1.423427,7.924407,37.39133,1.081458,-3.062358
2.329998,1.423427,8.591195,40.05849,1.482043,-3.047538
2.339998,1.423427,9.144393,42.27128,1.904756,-3.028491
2.349998,1.423427,9.575583,43.99604,2.344716,-3.005043
2.359998,1.423427,9.878345,45.20708,2.796787,-2.977075
2.369998,1.423427,10.04837,45.88718,3.255659,-2.944519
2.379998,1.423427,10.08353,46.02784,3.715937,-2.907359
2.389998,1.423427,9.983941,45.62947,4.172232,-2.865637
2.399998,1.423427,9.751915,44.70137,4.619246,-2.819445
2.409998,1.423427,9.391955,43.26153,5.051861,-2.768926
2.419998,1.423427,8.910668,41.33638,5.465225,-2.714274
2.429998,1.423427,8.31664,38.96027,5.854827,-2.655726
2.439998,1.423427,7.620286,36.17485,6.216576,-2.59356
2.449998,1.423427,6.833663,33.02836,6.54686,-2.528091
2.459998,1.423427,5.970262,29.57475,6.842607,-2.459665
2.469998,1.423427,5.044762,25.87276,7.101335,-2.388652
2.479998,1.423427,4.072771,21.98479,7.321183,-2.31544
2.489998,1.423427,3.070551,17.97591,7.500942,-2.240431
2.499998,1.425687,2.054733,13.92168,7.640159,-2.164029
2.509998,1.425687,1.042018,9.87082,7.738867,-2.08664
2.519998,1.425687,0.04890884,5.898385,7.797851,-2.008662
2.529998,1.425687,-0.9086647,2.068091,7.818532,-1.930476
2.539998,1.425687,-1.815495,-1.559229,7.802939,-1.852447
2.549998,1.429078,-2.657445,-4.913469,7.753805,-1.774909
2.559998,1.439251,-3.421678,-7.929709,7.674508,-1.698164
2.569998,1.439251,-4.096867,-10.63046,7.568203,-1.622482
2.579998,1.439251,-4.67339,-12.93656,7.438838,-1.548094
2.589998,1.439251,-5.143495,-14.81698,7.290668,-1.475187
2.599998,1.439251,-5.501416,-16.24866,7.128181,-1.403905
2.609998,1.439251,-5.74346,-17.21684,6.956013,-1.334345
2.619998,1.439251,-5.868084,-17.71533,6.77886,-1.266556
2.629998,1.449423,-5.875865,-17.70576,6.601802,-1.200538
2.639998,1.449423,-5.7695,-17.28031,6.428999,-1.136248
2.649998,1.485593,-5.55373,-16.27255,6.266273,-1.073586
2.659998,1.501417,-5.23526,-14.93537,6.11692,-1.012416
2.669998,1.501417,-4.822548,-13.28452,5.984075,-0.9525756
2.679998,1.501417,-4.325731,-11.29726,5.871102,-0.8938646
2.689998,1.501417,-3.756363,-9.019785,5.780904,-0.8360556
2.699998,1.501417,-3.127207,-6.50316,5.715872,-0.7788969
2.709998,1.501417,-2.451981,-3.802256,5.67785,-0.7221184
2.719998,1.501417,-1.7451,-0.97473,5.668102,-0.6654373
2.729998,1.501417,-1.021395,1.92009,5.687303,-0.6085643
2.739998,1.501417,-0.2958341,4.822333,5.735527,-0.551209
2.749998,1.501417,0.4167638,7.672724,5.812254,-0.4930865
2.759998,1.501417,1.102007,10.4137,5.916391,-0.4339226
2.769998,1.501417,1.746206,12.99049,6.046296,-0.3734596
2.779998,1.501417,2.336623,15.35216,6.199817,-0.3114615
2.789998,1.501417,2.861721,17.45255,6.374343,-0.2477181
2.799998,1.501417,3.311357,19.2511,6.566854,-0.1820495
2.809998,1.501417,3.677024,20.71376,6.773992,-0.1143096
2.819998,1.501417,3.951927,21.81338,6.992126,-0.04438835
2.829998,1.469769,4.131166,22.40374,7.216163,0.02777328
2.839998,1.469769,4.211803,22.72629,7.443426,0.1022075
2.849998,1.258403,4.192916,21.80527,7.661479,0.1788223
2.859998,1.137461,4.075614,20.8523,7.870001,0.2575223
2.869998,1.137461,3.863001,20.00185,8.07002,0.3382225
2.879998,0.6118726,3.560119,16.68797,8.236899,0.4205915
2.889998,0.6118726,3.173846,15.14287,8.388329,0.5044748
2.899998,0,2.712757,10.85103,8.496839,0.5894432
2.909998,0,2.186956,8.747825,8.584317,0.6752864
2.919998,0,1.607884,6.431535,8.648633,0.7617727
2.929998,0,0.988086,3.952344,8.688156,0.8486543
2.939998,0,0.341002,1.364008,8.701797,0.9356722
2.949998,0,-0.3193975,-1.27759,8.68902,1.022562
2.959998,0,-0.9787403,-3.914961,8.649871,1.109061
2.969998,0,-1.622617,-6.490468,8.584967,1.194911
2.979998,0,-2.236851,-8.947406,8.495493,1.279866
2.989998,0,-2.807771,-11.23108,8.383183,1.363698
2.999998,0,-3.322471,-13.28988,8.250283,1.4462
3.009998,0,-3.769074,-15.0763,8.099521,1.527196
3.019998,0,-4.136965,-16.54786,7.934042,1.606536
3.029998,0,-4.416994,-17.66798,7.757362,1.68411
3.039998,0,-4.601675,-18.4067,7.573296,1.759843
3.049998,0,-4.685326,-18.7413,7.385882,1.833701
3.059998,0,-4.664204,-18.65682,7.199314,1.905695
3.069998,0,-4.536563,-18.14625,7.017851,1.975873
3.079998,0,-4.302737,-17.21095,6.845742,2.044331
3.089998,0,-3.965115,-15.86046,6.687137,2.111202
3.099998,0,-3.528133,-14.11253,6.546012,2.176662
3.109998,0,-2.998192,-11.99277,6.426084,2.240923
3.119998,0,-2.383563,-9.53425,6.330741,2.30423
3.129997,0,-1.694231,-6.776926,6.262972,2.36686
3.139997,0,-0.9417342,-3.766937,6.225303,2.429113
3.149997,0,-0.1389585,-0.5558339,6.219745,2.491311
3.159997,0,0.7001008,2.800403,6.247749,2.553788
3.169997,0,1.560572,6.242288,6.310172,2.61689
3.179997,0,2.427,9.708,6.407252,2.680963
3.189997,0,3.283599,13.13439,6.538596,2.746349
3.199997,0,4.114563,16.45825,6.703178,2.81338
3.209997,0,4.904337,19.61735,6.899352,2.882374
3.219997,0,5.637901,22.5516,7.124868,2.953623
3.229997,0,6.301106,25.20442,7.376912,3.027392
3.239997,0,6.880836,27.52334,7.652145,3.103913
3.249997,0,7.365318,29.46127,7.946758,3.183381
3.259997,0,7.744331,30.97732,8.256532,3.265946
3.269997,0,8.0094,32.0376,8.576908,3.351715
3.279997,0,8.153952,32.61581,8.903067,3.440746
3.289997,0,8.173456,32.69382,9.230005,3.533046
3.299997,0,8.065507,32.26203,9.552626,3.628572
3.309997,0,7.829885,31.31954,9.865821,3.727231
3.319997,0,7.468566,29.87427,10.16456,3.828876
3.329997,0,6.985709,27.94284,10.44399,3.933316
3.339997,0,6.387576,25.5503,10.69949,4.040311
3.349997,0,5.682446,22.72978,10.92679,4.149579
3.359997,0,4.88049,19.52196,11.12201,4.260799
3.369997,0,3.993529,15.97412,11.28175,4.373617
3.379997,-0.5197533,3.034935,10.06073,11.38236,4.48744
3.389997,-0.5197533,2.019334,5.998324,11.44234,4.601863
3.399997,-1.262359,0.9623758,-1.199933,11.43034,4.716167
3.409997,-1.652312,-0.1195414,-7.087413,11.35947,4.829762
3.419997,-1.652312,-1.209554,-11.44746,11.245,4.942212
3.429997,-2.2525,-2.290625,-18.1725,11.06327,5.052845
3.439997,-2.2525,-3.345839,-22.39336,10.83934,5.161238
3.449997,-2.728356,-4.358696,-28.34821,10.55586,5.266796
3.459997,-2.975891,-5.3134,-33.15717,10.22428,5.369039
3.469997,-2.975891,-6.195127,-36.68407,9.857444,5.467614
3.479997,-3.029015,-6.990283,-40.07719,9.456672,5.562181
3.489997,-3.029015,-7.686744,-42.86303,9.028042,5.652461
3.499997,-3.029015,-8.274038,-45.21221,8.57592,5.73822
3.509997,-3.005278,-8.74358,-46.99543,8.105966,5.81928
3.519997,-3.005278,-9.088746,-48.3761,7.622205,5.895502
3.529997,-2.990585,-9.305019,-49.18242,7.130381,5.966805
3.539997,-2.990585,-9.390053,-49.52255,6.635155,6.033157
3.549997,-2.990585,-9.343702,-49.33715,6.141784,6.094575
3.559997,-2.990585,-9.168015,-48.6344,5.65544,6.151129
3.569997,-2.990585,-8.867193,-47.43111,5.181129,6.20294
3.579997,-2.990585,-8.447486,-45.75228,4.723606,6.250176
3.589997,-2.990585,-7.91709,-43.6307,4.287299,6.293049
3.599997,-2.990585,-7.285983,-41.10627,3.876236,6.331812
3.609997,-2.990585,-6.565726,-38.22524,3.493984,6.366752
3.619997,-2.990585,-5.769268,-35.03941,3.14359,6.398188
3.629997,-2.990585,-4.910685,-31.60508,2.827539,6.426463
3.639997,-2.990585,-4.004961,-27.98218,2.547717,6.451941
3.649997,-2.990585,-3.0676,-24.23274,2.30539,6.474995
3.659997,-2.990585,-2.114509,-20.42037,2.101186,6.496006
3.669997,-2.990585,-1.161585,-16.60868,1.935099,6.515357
3.679997,-2.990585,-0.2244809,-12.86026,1.806497,6.533422
3.689997,-2.990585,0.6817052,-9.235518,1.714141,6.550564
3.699997,-2.990585,1.542675,-5.791638,1.656225,6.567126
3.709997,-2.990585,2.345196,-2.581553,1.63041,6.58343
3.719997,-2.990585,3.077345,0.3470411,1.63388,6.599769
3.729997,-2.990585,3.728688,2.952415,1.663404,6.616403
3.739997,-2.990585,4.290497,5.199651,1.715401,6.633557
3.749997,-2.990585,4.755858,7.061093,1.786012,6.651417
3.759997,-2.990585,5.119819,8.516936,1.871181,6.670129
3.769997,-2.990585,5.379435,9.555402,1.966735,6.689796
3.779997,-2.990585,5.53384,10.17302,2.068465,6.710481
3.789997,-2.990585,5.584198,10.37446,2.17221,6.732203
3.799997,-2.990585,5.533719,10.17254,2.273935,6.754943
3.809997,-2.990585,5.387536,9.587806,2.369813,6.778641
3.819997,-2.990585,5.152616,8.648124,2.456294,6.803204
3.829997,-2.990585,4.837609,7.388099,2.530175,6.828506
3.839997,-2.990585,4.452661,5.848304,2.588658,6.854393
3.849997,-2.990585,4.009219,4.074538,2.629404,6.880687
3.859997,-2.990585,3.519786,2.116804,2.650572,6.907193
3.869997,-2.990585,2.997688,0.02841187,2.650856,6.933701
3.879997,-2.990585,2.456789,-2.135183,2.629504,6.959996
3.889997,-2.990585,1.911238,-4.317386,2.58633,6.985859
3.899997,-2.990585,1.375167,-6.46167,2.521714,7.011076
3.909997,-2.990585,0.8624346,-8.5126,2.436588,7.035442
3.919997,-2.990585,0.38635,-10.41694,2.332418,7.058766
3.929997,-2.990585,-0.0406643,-12.125,2.211169,7.080878
3.939997,-2.990585,-0.4071665,-13.591,2.075258,7.101631
3.949997,-2.990585,-0.7030569,-14.77457,1.927513,7.120906
3.959997,-2.990585,-0.9197189,-15.64121,1.771101,7.138617
3.969997,-2.988324,-1.050212,-16.15414,1.609559,7.154713
3.979997,-2.988324,-1.089399,-16.31089,1.44645,7.169177
3.989997,-2.988324,-1.034068,-16.08957,1.285555,7.182033
3.999997,-2.988324,-0.88299,-15.48526,1.130702,7.19334
4.009997,-2.988324,-0.6369523,-14.50111,0.9856911,7.203197
4.019997,-2.988324,-0.2987808,-13.14842,0.8542069,7.211739
4.029997,-2.988324,0.1267618,-11.44625,0.7397444,7.219136
4.039998,-2.988324,0.6329919,-9.421329,0.6455311,7.225592
4.049998,-2.988324,1.211469,-7.107422,0.5744568,7.231336
4.059998,-2.988324,1.852123,-4.544805,0.5290087,7.236626
4.069998,-2.988324,2.543432,-1.779567,0.5112131,7.241738
4.079998,-2.988324,3.272703,1.137515,0.5225882,7.246964
4.089999,-2.988324,4.026199,4.151501,0.5641032,7.252605
4.099999,-2.988324,4.789455,7.204523,0.6361484,7.258966
4.109999,-2.988324,5.547528,10.23681,0.7385165,7.266352
4.119999,-2.988324,6.285341,13.18807,0.8703972,7.275056
4.13,-2.988324,6.987864,15.99816,1.030379,7.28536
4.14,-2.988324,7.640445,18.60848,1.216464,7.297524
4.15,-2.988324,8.22912,20.96318,1.426095,7.311785
4.16,-2.988324,8.740808,23.00993,1.656195,7.328347
4.170001,-2.988324,9.16366,24.70134,1.903208,7.347379
4.180001,-2.988324,9.487208,25.99554,2.163164,7.369011
4.190001,-2.988324,9.702575,26.857,2.431734,7.393328
4.200001,-2.988324,9.802709,27.25754,2.704309,7.420371
4.210001,-2.988324,9.782478,27.17662,2.976075,7.450132
4.220002,-2.988324,9.638815,26.60196,3.242095,7.482553
4.230002,-2.988324,9.37073,25.52962,3.497391,7.517527
4.240002,-2.988324,8.979443,23.96447,3.737036,7.554897
4.250002,-2.988324,8.468278,21.91982,3.956234,7.59446
4.260003,-2.988324,7.8427,19.4175,4.150409,7.635963
4.270003,-2.988324,7.110176,16.48741,4.315283,7.679116
4.280003,-2.988324,6.280074,13.167,4.446953,7.723586
4.290003,-2.988324,5.363575,9.501005,4.541964,7.769005
4.300004,-2.988324,4.373323,5.539995,4.597363,7.814979
4.310004,-2.988324,3.323409,1.34034,4.610767,7.861087
4.320004,-2.988324,2.228979,-3.037382,4.580393,7.906891
4.330004,-2.988324,1.106074,-7.529,4.505103,7.951942
4.340004,-2.988324,-0.02871228,-12.06815,4.384421,7.995786
4.350005,-2.988324,-1.158527,-16.5874,4.218547,8.037971
4.360005,-2.988324,-2.266495,-21.01928,4.008355,8.078055
4.370005,-2.988324,-3.336024,-25.29739,3.755381,8.115609
4.380005,-2.988324,-4.351121,-29.35778,3.461803,8.150228
4.390006,-2.988324,-5.296727,-33.14021,3.130401,8.181532
4.400006,-2.988324,-6.158823,-36.58859,2.764515,8.209177
4.410006,-2.988324,-6.924824,-39.6526,2.367989,8.232857
